t h
23.528648813611042 45.62294956893263
23.528648813611042 45.63668268863966
23.512626840619518 45.62294956893263
23.528648813611042 45.659571221484704
23.528648813611042 45.650415808346686
23.528648813611042 45.738918135347525
23.542000457770655 45.78774700541695
23.542000457770655 45.825894560158694
23.555352101930268 45.80605783169299
23.542000457770655 45.867093919279775
23.555352101930268 45.79842832074464
23.555352101930268 45.78927290760662
23.542000457770655 45.81673914702068
23.512626840619518 45.76180666819257
23.555352101930268 45.7251850156405
23.542000457770655 45.77401388570993
23.542000457770655 45.77096208133059
23.528648813611042 45.71450370031281
23.528648813611042 45.691615167467766
23.555352101930268 45.68856336308843
23.571374074921792 45.72823682001984
23.555352101930268 45.71602960250248
23.528648813611042 45.700770580605784
23.542000457770655 45.610742351415276
23.528648813611042 45.574120698863204
23.555352101930268 45.650415808346686
23.528648813611042 45.63668268863966
23.542000457770655 45.659571221484704
23.512626840619518 45.609216449225606
23.512626840619518 45.6244754711223
23.485923552300292 45.58175020981155
23.512626840619518 45.532921339742124
23.528648813611042 45.610742351415276
23.528648813611042 45.650415808346686
23.512626840619518 45.67025253681239
23.512626840619518 45.68398565651942
23.512626840619518 45.68398565651942
23.528648813611042 45.62294956893263
23.512626840619518 45.60006103608759
23.542000457770655 45.58327611200122
23.528648813611042 45.63363088426032
23.499275196459905 45.6244754711223
23.528648813611042 45.568017090104526
23.512626840619518 45.572594796673535
23.512626840619518 45.610742351415276
23.512626840619518 45.51308461127642
23.499275196459905 45.53597314412146
23.499275196459905 45.5191882200351
23.512626840619518 45.532921339742124
23.512626840619518 45.659571221484704
23.512626840619518 45.59548332951858
23.528648813611042 45.610742351415276
23.499275196459905 45.700770580605784
23.542000457770655 45.68703746089876
23.542000457770655 45.75265125505455
23.542000457770655 45.775539787899596
23.555352101930268 45.85641260395209
23.542000457770655 45.906767376211185
23.571374074921792 45.91744869153887
23.542000457770655 45.88998245212482
23.528648813611042 45.865568017090105
23.542000457770655 45.828946364538034
23.542000457770655 45.84267948424506
23.555352101930268 45.72976272220951
23.571374074921792 45.780117494468605
23.584725719081405 45.87930113679713
23.571374074921792 45.81673914702068
23.555352101930268 45.71450370031281
23.584725719081405 45.66567483024338
23.571374074921792 45.618371862363624
23.584725719081405 45.64278629739834
23.542000457770655 45.615320057984285
23.571374074921792 45.528343633173115
23.542000457770655 45.409323262378884
23.542000457770655 45.398641947051196
23.542000457770655 45.34370946822309
23.542000457770655 45.3482871747921
23.499275196459905 45.33455405508507
23.512626840619518 45.38185702296483
23.512626840619518 45.42153047989624
23.499275196459905 45.39101243610285
23.512626840619518 45.4535744258793
23.512626840619518 45.43221179522393
23.512626840619518 45.444419012741285
23.499275196459905 45.47188525215534
23.512626840619518 45.5191882200351
23.542000457770655 45.54665445944915
23.542000457770655 45.59548332951858
23.528648813611042 45.7251850156405
23.528648813611042 45.77096208133059
23.512626840619518 45.72365911345083
23.499275196459905 45.63363088426032
23.528648813611042 45.6244754711223
23.542000457770655 45.58327611200122
23.512626840619518 45.60006103608759
23.528648813611042 45.63668268863966
23.528648813611042 45.59243152513924
23.499275196459905 45.572594796673535
23.499275196459905 45.4535744258793
23.485923552300292 45.48104066529336
23.499275196459905 45.51003280689708
23.542000457770655 45.53749904631113
23.499275196459905 45.54207675288014
23.499275196459905 45.54665445944915
23.512626840619518 45.59243152513924
23.485923552300292 45.656519417105365
23.499275196459905 45.610742351415276
23.485923552300292 45.58327611200122
23.499275196459905 45.61989776455329
23.485923552300292 45.609216449225606
23.499275196459905 45.528343633173115
23.499275196459905 45.568017090104526
23.485923552300292 45.56496528572519
23.472571908140694 45.55123216601816
23.472571908140694 45.56496528572519
23.456549935149155 45.485618371862365
23.443198290989542 45.448996719310294
23.456549935149155 45.491721980621044
23.485923552300292 45.51461051346609
23.499275196459905 45.531395437552455
23.485923552300292 45.47798886091402
23.485923552300292 45.531395437552455
23.485923552300292 45.55580987258717
23.472571908140694 45.5039291981384
23.485923552300292 45.528343633173115
23.512626840619518 45.59548332951858
23.499275196459905 45.656519417105365
23.499275196459905 45.66872663462272
23.485923552300292 45.68398565651942
23.512626840619518 45.68398565651942
23.485923552300292 45.68245975432975
23.512626840619518 45.572594796673535
23.528648813611042 45.60616464484627
23.528648813611042 45.68398565651942
23.528648813611042 45.696192874036775
23.499275196459905 45.67330434119173
23.512626840619518 45.574120698863204
23.528648813611042 45.610742351415276
23.542000457770655 45.63820859082933
23.512626840619518 45.67330434119173
23.512626840619518 45.661097123674374
23.512626840619518 45.569542992294195
23.528648813611042 45.58785381857023
23.542000457770655 45.61989776455329
23.512626840619518 45.60006103608759
23.512626840619518 45.55580987258717
23.499275196459905 45.485618371862365
